claim_id,state,district,village,claim_type,claimant_id,latitude,longitude,area_claimed,submission_date,last_updated,decision_date,status
FRA-10942,Gujarat,Dangs,Village-248,IFR,CLM-320290,18.493651,76.038358,1.77,2021-04-02,2022-04-11,2021-10-22,REJECTED
FRA-10943,Odisha,Mayurbhanj,Village-133,IFR,CLM-695833,19.814628,78.629702,2.45,2022-09-29,2023-10-26,2023-06-13,APPROVED
FRA-10944,Madhya Pradesh,Dindori,Village-291,IFR,CLM-764686,19.646639,81.947959,3.28,2022-06-24,2023-09-22,2022-12-20,APPROVED
FRA-10945,Rajasthan,Pratapgarh,Village-436,IFR,CLM-321943,19.30114,75.848975,5.06,2021-06-10,2021-08-29,,PENDING
FRA-10946,Jharkhand,Ranchi,Village-257,IFR,CLM-429563,22.006961,80.339193,4.08,2025-10-17,2026-05-17,2026-05-11,APPROVED
FRA-10947,Gujarat,Tapi,Village-159,IFR,CLM-316456,24.128638,77.279587,4.13,2025-05-28,2025-08-30,,APPROVED
FRA-10948,Odisha,Sundargarh,Village-434,CFR,CLM-958675,23.844114,83.499714,5.01,2022-03-17,2022-09-20,2023-03-08,REJECTED
FRA-10949,Odisha,Mayurbhanj,Village-447,IFR,CLM-183306,21.243277,82.265724,1.0,2023-09-11,2024-06-01,,PENDING
FRA-10950,Jharkhand,Latehar,Village-91,IFR,CLM-142187,19.09838,81.967254,7.52,2022-01-18,2023-01-11,,PENDING
FRA-10951,Odisha,Mayurbhanj,Village-390,CFR,CLM-709506,18.954124,76.049257,7.27,2020-09-17,2021-12-29,2020-11-17,APPROVED
FRA-10952,Madhya Pradesh,Chhindwara,Village-302,CFR,CLM-325437,20.832251,74.248449,4.09,2020-10-26,2021-02-08,,PENDING
FRA-10953,Jharkhand,Ranchi,Village-387,IFR,CLM-578417,21.622563,80.936657,7.15,2021-04-01,2022-04-09,2021-08-08,REJECTED
FRA-10954,Gujarat,Tapi,Village-128,IFR,CLM-457713,19.597461,83.840762,4.3,2021-12-24,2022-06-15,2022-12-19,APPROVED
FRA-10955,Jharkhand,Latehar,Village-34,IFR,CLM-897376,20.793544,75.039136,0.55,2022-01-16,2022-09-27,2022-11-02,APPROVED
FRA-10956,Odisha,Mayurbhanj,Village-164,CFRR,CLM-903650,18.992515,79.272246,1.87,2026-01-15,2026-06-30,2026-06-12,APPROVED
FRA-10957,Rajasthan,Banswara,Village-313,CFRR,CLM-794776,23.000678,83.654466,1.67,2021-09-25,2022-03-14,,PENDING
FRA-10958,Jharkhand,West Singhbhum,Village-373,IFR,CLM-471126,20.095538,76.827905,7.5,2023-01-08,2023-05-10,2023-07-12,REJECTED
FRA-10959,Odisha,Keonjhar,Village-500,IFR,CLM-579083,19.975284,83.067134,7.55,2020-01-24,2021-02-22,2020-09-19,APPROVED
FRA-10960,Gujarat,Narmada,Village-103,IFR,CLM-936212,19.779796,79.999653,3.3,2023-04-22,2024-06-26,2023-12-03,APPROVED
FRA-10961,Jharkhand,West Singhbhum,Village-498,CFR,CLM-148234,22.548848,78.873397,2.94,2022-09-22,2022-12-18,,PENDING
FRA-10962,Maharashtra,Nashik,Village-57,CFRR,CLM-594761,20.086142,84.545076,0.92,2020-08-30,2020-10-25,2021-07-01,APPROVED
FRA-10963,Odisha,Keonjhar,Village-339,CFR,CLM-373383,19.794895,79.832314,2.0,2023-05-09,2024-03-02,2023-10-11,REJECTED
FRA-10964,Maharashtra,Gadchiroli,Village-165,CFR,CLM-591075,22.730912,75.68516,6.9,2023-07-09,2024-11-15,2024-03-23,APPROVED
FRA-10965,Odisha,Kandhamal,Village-219,IFR,CLM-515559,18.48189,81.028003,5.03,2022-11-26,2023-04-10,,UNDER_REVIEW
FRA-10966,Gujarat,Bharuch,Village-168,IFR,CLM-928519,24.218518,83.913511,4.74,2024-03-09,2024-03-22,,UNDER_REVIEW
FRA-10967,Jharkhand,Simdega,Village-436,IFR,CLM-191991,18.607567,79.418755,7.81,2026-05-04,2026-06-25,2026-06-30,APPROVED
FRA-10968,Rajasthan,Dungarpur,Village-332,CFR,CLM-703165,22.053106,73.912822,2.58,2024-10-31,2025-12-28,2025-02-15,APPROVED
FRA-10969,Jharkhand,West Singhbhum,Village-133,CFR,CLM-997135,19.07661,78.339371,5.18,2023-04-18,2023-04-26,2023-05-22,APPROVED
FRA-10970,Rajasthan,Banswara,Village-396,IFR,CLM-255486,23.570702,74.90756,6.66,2022-03-31,2023-05-04,2023-05-01,APPROVED
FRA-10971,Maharashtra,Gadchiroli,Village-118,IFR,CLM-790138,19.792227,76.941703,1.45,2021-04-02,2021-07-19,2020-08-14,PENDING
FRA-10972,Odisha,Koraput,Village-428,IFR,CLM-493335,23.792157,78.495512,3.17,2022-06-08,2023-07-13,,PENDING
FRA-10973,Gujarat,Narmada,Village-468,IFR,CLM-706395,18.149963,75.18871,2.04,2024-06-23,2024-10-07,2024-09-24,APPROVED
FRA-10974,Gujarat,Narmada,Village-185,IFR,CLM-601197,24.396065,82.99739,11.48,2024-01-07,2025-01-29,2024-05-23,APPROVED
FRA-10975,Madhya Pradesh,Betul,Village-223,IFR,CLM-988991,24.120122,83.456683,7.71,2024-09-16,2025-04-13,2025-04-18,APPROVED
FRA-10976,Rajasthan,Udaipur,Village-434,IFR,CLM-361093,23.781318,73.567119,7.63,2025-04-14,2025-04-27,2026-04-10,REJECTED
FRA-10977,Madhya Pradesh,Dindori,Village-151,IFR,CLM-489759,18.968779,82.248115,0.79,2025-04-08,2026-05-08,,PENDING
FRA-10978,Chhattisgarh,Dantewada,Village-84,IFR,CLM-131436,23.653542,74.367395,6.57,2021-09-12,2022-10-01,2022-04-16,APPROVED
FRA-10979,Odisha,Keonjhar,Village-18,IFR,CLM-870651,19.821074,84.110256,6.2,2022-12-22,2023-11-10,,UNDER_REVIEW
FRA-10980,Madhya Pradesh,Chhindwara,Village-58,IFR,CLM-598796,18.144867,85.352394,1.69,2025-11-21,2026-02-20,2026-04-14,APPROVED
FRA-10981,Gujarat,Bharuch,Village-188,IFR,CLM-743416,18.39739,81.204678,4.07,2020-01-03,2020-06-15,2020-06-12,REJECTED
FRA-10982,Chhattisgarh,Korba,Village-207,IFR,CLM-396012,18.075323,74.184865,7.57,2021-06-15,2022-08-06,,PENDING
FRA-10983,Maharashtra,Nashik,Village-137,IFR,CLM-896806,21.118331,85.345537,7.8,2023-09-08,2024-09-10,2024-06-30,APPROVED
FRA-10984,Chhattisgarh,Kanker,Village-8,IFR,CLM-249898,23.059364,85.244133,7.3,2020-05-20,2021-06-11,2020-07-13,APPROVED
FRA-10985,Maharashtra,Amravati,Village-233,IFR,CLM-751493,20.339598,85.408735,3.08,2025-06-04,2026-06-30,2026-04-25,APPROVED
FRA-10986,Chhattisgarh,Bastar,Village-250,CFR,CLM-909508,19.286991,83.087356,3.03,2025-10-08,2026-06-30,2026-02-10,APPROVED
FRA-10987,Madhya Pradesh,Balaghat,Village-235,CFR,CLM-970399,18.383597,75.839063,5.32,2024-02-05,2024-09-15,,PENDING
FRA-10988,Jharkhand,Simdega,Village-454,IFR,CLM-635722,18.778287,83.250333,4.65,2025-01-27,2025-09-12,,APPROVED
FRA-10989,Gujarat,Narmada,Village-410,CFR,CLM-659054,23.519483,79.563065,5.01,2023-12-20,2024-09-19,,PENDING
FRA-10990,Maharashtra,Yavatmal,Village-78,IFR,CLM-667092,23.402672,82.388802,5.26,2021-11-09,2022-10-05,,PENDING
FRA-10991,Odisha,Mayurbhanj,Village-70,CFRR,CLM-856597,23.756211,78.850052,7.26,2023-04-29,2023-11-19,,UNDER_REVIEW
FRA-10992,Madhya Pradesh,Balaghat,Village-74,CFR,CLM-604293,17.914556,78.129694,6.0,2022-05-05,2023-08-25,2022-07-08,APPROVED
FRA-10993,Chhattisgarh,Dantewada,Village-372,IFR,CLM-875584,18.483082,78.018007,6.76,2022-03-03,2022-07-13,2022-08-21,APPROVED
FRA-10994,Chhattisgarh,Dantewada,Village-119,IFR,CLM-792502,22.901606,80.480581,1.38,2020-02-14,2021-01-10,2020-05-06,APPROVED
FRA-10995,Gujarat,Dangs,Village-21,IFR,CLM-500033,19.88964,76.401285,7.1,2021-09-21,2021-11-01,2022-10-24,APPROVED
FRA-10996,Rajasthan,Pratapgarh,Village-492,IFR,CLM-728146,18.120011,82.146991,2.68,2025-06-18,2026-06-30,,PENDING
FRA-10997,Gujarat,Tapi,Village-142,CFR,CLM-363895,19.461425,82.050655,5.29,2024-09-23,2024-10-27,,UNDER_REVIEW
FRA-10998,Rajasthan,Banswara,Village-341,CFRR,CLM-378663,20.964833,80.388555,6.54,2021-02-18,2022-02-23,,PENDING
FRA-10999,Jharkhand,Latehar,Village-330,CFR,CLM-203365,18.254584,83.477571,7.44,2025-10-26,2026-06-30,2026-06-30,APPROVED
FRA-11000,Gujarat,Narmada,Village-236,IFR,CLM-701195,22.029619,78.503064,3.45,2024-09-23,2025-11-19,2025-04-18,APPROVED
FRA-11001,Gujarat,Tapi,Village-411,IFR,CLM-129752,18.191629,84.508371,0.68,2026-05-11,2026-06-30,,PENDING
FRA-11002,Odisha,Kandhamal,Village-394,IFR,CLM-932192,22.393731,80.935092,6.38,2023-02-07,2023-09-28,,UNDER_REVIEW
FRA-11003,Jharkhand,Latehar,Village-379,IFR,CLM-944266,19.836343,80.705034,6.62,2023-11-28,2025-01-05,2024-02-11,APPROVED
FRA-11004,Gujarat,Valsad,Village-249,IFR,CLM-467624,18.915044,83.6997,5.16,2024-07-21,2025-01-02,2025-03-03,APPROVED
FRA-11005,Odisha,Koraput,Village-287,CFRR,CLM-664400,21.996154,76.702546,4.86,2021-04-01,2021-07-12,2022-04-24,APPROVED
FRA-11006,Jharkhand,Ranchi,Village-472,IFR,CLM-503953,21.229794,77.959459,2.48,2024-07-15,2025-09-29,,PENDING
FRA-11007,Jharkhand,Latehar,Village-254,CFRR,CLM-335372,22.172649,76.422354,6.7,2022-07-09,2023-02-25,2022-10-26,APPROVED
FRA-11008,Maharashtra,Amravati,Village-213,IFR,CLM-683346,21.785544,83.474134,2.33,2020-02-20,2020-07-25,,PENDING
FRA-11009,Maharashtra,Yavatmal,Village-190,IFR,CLM-482221,23.123983,76.294467,2.46,2024-05-04,2025-05-26,2024-12-06,APPROVED
FRA-11010,Jharkhand,Simdega,Village-470,IFR,CLM-922312,21.552709,74.207768,6.71,2023-08-10,2024-10-28,2024-06-10,APPROVED
FRA-11011,Odisha,Mayurbhanj,Village-28,CFR,CLM-582595,20.757005,80.178239,5.77,2023-11-27,2024-12-03,2024-04-19,APPROVED
FRA-11012,Jharkhand,West Singhbhum,Village-362,IFR,CLM-255063,23.770891,78.957831,3.86,2020-03-31,2021-01-16,,UNDER_REVIEW
FRA-11013,Odisha,Mayurbhanj,Village-392,CFRR,CLM-239834,21.68417,78.385375,7.22,2022-10-29,2024-03-02,,PENDING
FRA-11014,Rajasthan,Pratapgarh,Village-277,IFR,CLM-814417,24.123875,74.802913,2.24,2023-06-01,2023-11-22,2024-03-17,APPROVED
FRA-11015,Jharkhand,Ranchi,Village-100,CFR,CLM-360885,20.39598,75.01509,7.83,2021-05-05,2022-06-10,2022-03-02,APPROVED
FRA-11016,Madhya Pradesh,Betul,Village-357,CFR,CLM-597452,20.212158,78.094677,3.53,2021-01-20,2022-05-24,2022-02-04,APPROVED
FRA-11017,Maharashtra,Gadchiroli,Village-180,IFR,CLM-778664,19.323539,75.507591,2.39,2024-10-28,2026-01-26,,PENDING
FRA-11018,Chhattisgarh,Bastar,Village-271,IFR,CLM-113189,18.679592,85.044997,0.94,2020-09-06,2021-06-23,,PENDING
FRA-11019,Chhattisgarh,Kanker,Village-94,IFR,CLM-661212,18.819375,80.760905,6.95,2026-04-26,2026-06-30,,UNDER_REVIEW
FRA-11020,Madhya Pradesh,Dindori,Village-16,IFR,CLM-752300,18.541948,83.237443,6.84,2024-12-10,2025-12-11,2025-09-25,APPROVED
FRA-11021,Gujarat,Dangs,Village-99,CFR,CLM-732819,18.671697,74.24652,3.12,2023-04-08,2023-06-07,2024-01-28,APPROVED
FRA-11022,Odisha,Keonjhar,Village-73,CFRR,CLM-351082,17.958245,76.077777,3.86,2024-05-11,2025-06-21,2025-03-20,APPROVED
FRA-11023,Gujarat,Tapi,Village-435,IFR,CLM-645095,22.782281,80.389165,6.83,2025-05-21,2026-06-30,,PENDING
FRA-11024,Rajasthan,Banswara,Village-391,CFRR,CLM-307661,19.477931,74.693446,3.46,2025-12-18,2026-06-30,2026-04-29,APPROVED
FRA-11025,Chhattisgarh,Surguja,Village-403,IFR,CLM-908180,21.767643,76.82372,1.28,2020-04-07,2020-12-19,,PENDING
FRA-11026,Rajasthan,Udaipur,Village-161,IFR,CLM-875167,21.498924,75.166984,7.19,2021-12-21,2021-06-11,,PENDING
FRA-11027,Madhya Pradesh,Mandla,Village-269,CFRR,CLM-990472,23.615936,82.231751,4.53,2023-12-11,2025-04-22,2024-12-25,APPROVED
FRA-11028,Odisha,Mayurbhanj,Village-293,CFRR,CLM-771530,22.498242,79.19094,2.16,2022-01-30,2023-05-06,,PENDING
FRA-11029,Chhattisgarh,Dantewada,Village-91,CFRR,CLM-508856,23.906715,77.134384,7.28,2021-04-19,2023-04-11,,PENDING
FRA-11030,Gujarat,Tapi,Village-443,IFR,CLM-756608,20.459884,80.131747,5.51,2022-10-05,2023-08-24,,PENDING
FRA-11031,Rajasthan,Banswara,Village-308,IFR,CLM-110936,23.217072,79.102706,2.59,2024-08-21,2025-03-07,,PENDING
FRA-11032,Rajasthan,Pratapgarh,Village-86,IFR,CLM-876043,17.965502,79.711746,1.36,2020-10-15,2021-09-11,2021-07-22,APPROVED
FRA-11033,Rajasthan,Pratapgarh,Village-255,IFR,CLM-310541,24.151464,79.934375,1.31,2026-05-24,2026-06-30,2026-06-30,APPROVED
FRA-11034,Madhya Pradesh,Betul,Village-224,IFR,CLM-745210,22.355318,73.842505,3.41,2020-06-04,2021-08-09,,PENDING
FRA-11035,Rajasthan,Dungarpur,Village-79,IFR,CLM-457928,17.806305,73.177639,7.81,2025-08-24,2026-06-30,2026-03-04,APPROVED
FRA-11036,Odisha,Keonjhar,Village-172,IFR,CLM-789975,19.076649,80.84017,1.65,2024-05-21,2024-12-06,2024-07-22,APPROVED
FRA-11037,Gujarat,Tapi,Village-351,IFR,CLM-168295,24.249236,73.708914,4.68,2025-12-04,2026-05-05,,PENDING
FRA-11038,Jharkhand,Ranchi,Village-2,IFR,CLM-690045,22.290216,73.07377,0.79,2023-08-10,2024-02-20,,PENDING
FRA-11039,Gujarat,Bharuch,Village-293,IFR,CLM-776111,23.267989,78.955353,4.59,2020-05-24,2021-03-13,,PENDING
FRA-11040,Rajasthan,Sirohi,Village-246,IFR,CLM-260576,24.360918,80.95872,4.18,2022-08-31,2023-08-20,,UNDER_REVIEW
FRA-11041,Odisha,Koraput,Village-413,IFR,CLM-414423,20.076547,73.261714,7.76,2021-12-15,2023-04-27,2022-04-06,APPROVED
FRA-11042,Chhattisgarh,Surguja,Village-214,CFR,CLM-582954,24.093168,78.264258,1.44,2022-07-18,2023-02-13,2022-12-01,APPROVED
FRA-11043,Chhattisgarh,Surguja,Village-486,IFR,CLM-864733,22.488129,80.104832,5.92,2024-06-21,2024-09-02,2024-11-09,APPROVED
FRA-11044,Jharkhand,West Singhbhum,Village-397,IFR,CLM-753887,19.602242,83.411099,4.03,2024-05-28,2024-08-13,2025-02-13,APPROVED
FRA-11045,Maharashtra,Nandurbar,Village-291,IFR,CLM-799393,17.666848,75.580666,4.38,2024-04-23,2025-08-20,2025-01-04,REJECTED
FRA-11046,Rajasthan,Sirohi,Village-67,CFR,CLM-899665,20.780058,83.850376,6.51,2026-06-13,2026-06-30,2026-06-30,APPROVED
FRA-11047,Jharkhand,Latehar,Village-28,IFR,CLM-447611,17.560681,83.778116,1.23,2020-05-24,2021-05-10,2020-07-03,APPROVED
FRA-11048,Odisha,Koraput,Village-229,CFR,CLM-598165,19.7085,84.306439,1.0,2023-06-13,2024-08-21,,UNDER_REVIEW
FRA-11049,Odisha,Kandhamal,Village-322,IFR,CLM-592377,20.367759,80.020801,3.61,2021-09-14,2021-12-11,2022-08-26,APPROVED
FRA-11050,Madhya Pradesh,Dindori,Village-301,CFRR,CLM-821547,20.83816,82.589226,7.1,2020-06-10,2020-08-23,,PENDING
FRA-11051,Jharkhand,Latehar,Village-36,IFR,CLM-285844,24.414707,84.081134,5.54,2025-07-07,2026-06-30,2026-01-26,REJECTED
FRA-11052,Odisha,Keonjhar,Village-182,CFRR,CLM-732094,23.049473,82.832216,5.26,2022-03-18,2023-07-28,,PENDING
FRA-11053,Jharkhand,Latehar,Village-164,IFR,CLM-274988,23.829959,73.293054,4.35,2022-11-01,2023-02-12,,PENDING
FRA-11054,Maharashtra,Nashik,Village-171,IFR,CLM-678052,22.096854,81.242632,2.55,2023-10-14,2023-11-08,,UNDER_REVIEW
FRA-11055,Gujarat,Bharuch,Village-357,IFR,CLM-493364,17.751882,81.398799,2.0,2023-05-24,2023-12-09,2024-01-07,APPROVED
FRA-11056,Gujarat,Bharuch,Village-145,CFR,CLM-379626,19.331116,75.411293,3.07,2024-07-25,2025-07-27,2025-08-27,REJECTED
FRA-11057,Rajasthan,Udaipur,Village-39,CFR,CLM-285710,23.143587,74.33812,1.35,2025-09-15,2026-06-30,,UNDER_REVIEW
FRA-11058,Maharashtra,Yavatmal,Village-80,CFR,CLM-711062,23.591117,80.718258,5.92,2020-11-04,,2021-05-27,APPROVED
FRA-11059,Gujarat,Valsad,Village-47,CFR,CLM-853144,22.722449,74.014445,5.78,2021-05-14,2021-06-16,,PENDING
FRA-11060,Chhattisgarh,Dantewada,Village-362,IFR,CLM-295103,22.457663,79.191255,5.19,2024-05-03,2024-10-19,2024-09-11,APPROVED
FRA-11061,Rajasthan,Sirohi,Village-278,CFR,CLM-703386,18.884043,74.79866,0.55,2022-01-27,2022-10-18,,PENDING
FRA-11062,Rajasthan,Udaipur,Village-147,IFR,CLM-328860,21.710878,79.333181,3.46,2022-07-21,2022-10-17,2023-01-18,REJECTED
FRA-11063,Gujarat,Valsad,Village-31,CFR,CLM-749954,20.957461,84.283668,6.16,2022-10-27,2023-03-25,2022-12-28,APPROVED
FRA-11064,Rajasthan,Pratapgarh,Village-492,IFR,CLM-169078,22.386532,80.568836,4.91,2020-12-27,2021-06-13,2021-07-30,APPROVED
FRA-11065,Chhattisgarh,Kanker,Village-354,CFR,CLM-470037,19.096781,75.131912,6.23,2025-08-08,2026-01-13,2025-12-13,APPROVED
FRA-11066,Chhattisgarh,Kanker,Village-215,CFRR,CLM-125668,18.49458,82.381901,7.02,2024-07-09,2025-03-08,2024-10-25,REJECTED
FRA-11067,Chhattisgarh,Dantewada,Village-77,IFR,CLM-384048,18.163923,77.891146,4.95,2021-12-08,2022-02-28,,PENDING
FRA-11068,Madhya Pradesh,Betul,Village-437,IFR,CLM-267584,20.993958,78.438845,2.21,2026-02-28,2026-06-30,2026-06-30,APPROVED
FRA-11069,Madhya Pradesh,Balaghat,Village-412,CFRR,CLM-326915,19.146067,84.791725,4.08,2023-08-17,2024-08-17,,PENDING
FRA-11070,Madhya Pradesh,Balaghat,Village-372,IFR,CLM-491490,18.405997,76.523714,5.14,2023-06-26,2024-06-15,2024-05-27,APPROVED
FRA-11071,Jharkhand,West Singhbhum,Village-325,IFR,CLM-599318,23.871023,84.281926,2.07,2024-09-04,2025-01-13,2025-01-31,APPROVED
FRA-11072,Odisha,Sundargarh,Village-417,CFR,CLM-959472,22.456734,80.617339,2.91,2021-06-04,2022-10-16,2021-10-29,APPROVED
FRA-11073,Jharkhand,West Singhbhum,Village-462,CFR,CLM-863181,21.204649,78.783616,6.13,2021-01-26,2021-08-15,2021-04-07,APPROVED
FRA-11074,Chhattisgarh,Surguja,Village-2,CFR,CLM-443109,20.816229,75.791666,1.57,2023-02-05,2024-02-09,2023-04-06,REJECTED
FRA-11075,Chhattisgarh,Korba,Village-331,IFR,CLM-297336,21.254171,83.301706,7.89,2023-08-03,2024-04-12,,PENDING
FRA-11076,Rajasthan,Udaipur,Village-153,CFR,CLM-373665,22.404523,83.658763,2.36,2025-08-26,2026-01-22,,PENDING
FRA-11077,Odisha,Mayurbhanj,Village-81,IFR,CLM-722691,20.626796,77.775243,3.26,2024-09-22,2024-11-06,2025-01-05,APPROVED
FRA-11078,Madhya Pradesh,Balaghat,Village-445,IFR,CLM-442399,24.192739,74.548937,1.72,2025-01-30,2025-06-29,,PENDING
FRA-11079,Maharashtra,Nashik,Village-18,CFR,CLM-774885,19.786273,83.450917,3.76,2020-04-14,2021-03-06,2020-08-13,APPROVED
FRA-11080,Jharkhand,Latehar,Village-366,IFR,CLM-346429,18.215773,75.042272,0.98,2021-06-24,2022-03-10,2021-10-09,APPROVED
FRA-11081,Odisha,Kandhamal,Village-80,IFR,CLM-674721,21.992731,77.949877,3.5,2020-10-11,2021-06-25,2021-06-11,APPROVED
FRA-11082,Chhattisgarh,Dantewada,Village-432,IFR,CLM-831159,21.403792,73.656039,2.29,2022-12-04,2023-04-04,,UNDER_REVIEW
FRA-11083,Madhya Pradesh,Mandla,Village-344,IFR,CLM-515035,19.760652,82.449538,7.03,2021-09-17,2023-01-23,,PENDING
FRA-11084,Gujarat,Valsad,Village-4,IFR,CLM-466353,18.961856,80.28424,1.01,2024-08-26,2025-06-08,2024-10-13,APPROVED
FRA-11085,Odisha,Sundargarh,Village-285,CFR,CLM-492482,22.709777,76.517714,4.52,2022-05-21,2022-08-11,,PENDING
FRA-11086,Gujarat,Narmada,Village-229,CFR,CLM-732677,22.053238,78.645622,7.23,2022-03-12,2022-08-31,,PENDING
FRA-11087,Maharashtra,Gadchiroli,Village-454,IFR,CLM-722076,23.330508,81.427579,6.2,2022-04-22,2022-08-07,2022-10-21,REJECTED
FRA-11088,Chhattisgarh,Bastar,Village-171,IFR,CLM-316376,19.014965,75.261489,4.33,2022-10-30,2023-02-23,,PENDING
FRA-11089,Rajasthan,Banswara,Village-481,IFR,CLM-360590,23.065022,81.337804,4.19,2021-11-07,2023-02-26,2022-05-02,APPROVED
FRA-11090,Madhya Pradesh,Mandla,Village-82,CFR,CLM-201955,20.169946,80.101386,5.78,2020-02-15,2021-06-18,2020-10-29,APPROVED
FRA-11091,Maharashtra,Nandurbar,Village-155,CFRR,CLM-248728,22.893106,84.231521,2.6,2024-03-07,2024-04-19,2024-09-05,APPROVED
FRA-11092,Gujarat,Narmada,Village-234,IFR,CLM-707940,18.288107,82.060113,7.48,2020-05-04,2021-08-02,2020-06-10,APPROVED
FRA-11093,Madhya Pradesh,Chhindwara,Village-239,IFR,CLM-532458,17.760128,78.406094,0.99,2021-09-19,2022-01-12,2021-11-03,APPROVED
FRA-11094,Jharkhand,Ranchi,Village-140,IFR,CLM-297205,23.113587,73.305161,2.61,2023-02-24,2024-02-27,,UNDER_REVIEW
FRA-11095,Gujarat,Dangs,Village-367,CFRR,CLM-989671,22.420629,82.899547,6.93,2026-04-25,2026-06-30,,PENDING
FRA-11096,Odisha,Mayurbhanj,Village-165,IFR,CLM-870907,22.58339,79.759588,1.73,2025-04-19,2026-01-27,2025-11-25,APPROVED
FRA-11097,Maharashtra,Yavatmal,Village-493,IFR,CLM-552682,22.229975,78.097822,2.69,2023-11-24,2024-12-25,2024-09-02,APPROVED
FRA-11098,Odisha,Koraput,Village-471,IFR,CLM-755425,23.728186,77.293172,6.15,2025-03-26,2025-11-16,2025-07-18,APPROVED
FRA-11099,Odisha,Sundargarh,Village-451,IFR,CLM-217314,20.274451,83.293042,7.83,2026-06-07,2026-06-30,2026-06-30,APPROVED
FRA-11100,Madhya Pradesh,Chhindwara,Village-375,IFR,CLM-977101,19.844298,74.461517,2.2,2021-11-05,2022-11-23,,UNDER_REVIEW
FRA-11101,Chhattisgarh,Korba,Village-80,IFR,CLM-974878,19.080704,81.048778,6.12,2026-06-21,2026-06-30,2026-06-30,APPROVED
FRA-11102,Gujarat,Bharuch,Village-327,CFR,CLM-201279,19.620003,75.61555,7.63,2020-10-22,2021-10-17,2021-06-16,APPROVED
FRA-11103,Madhya Pradesh,Mandla,Village-207,IFR,CLM-111081,20.453423,77.468929,2.4,2020-10-19,2020-11-27,,PENDING
FRA-11104,Chhattisgarh,Kanker,Village-180,IFR,CLM-132548,24.339094,79.249936,5.11,2025-05-13,2026-04-08,,APPROVED
FRA-11105,Gujarat,Tapi,Village-20,CFR,CLM-611126,20.932159,73.341602,4.9,2024-09-27,2025-09-19,2025-10-12,APPROVED
FRA-11106,Odisha,Sundargarh,Village-166,IFR,CLM-424863,21.725261,78.865994,3.35,2021-01-20,2021-09-14,,PENDING
FRA-11107,Jharkhand,West Singhbhum,Village-199,IFR,CLM-940231,20.74226,81.714138,4.3,2020-04-25,2021-08-21,,APPROVED
FRA-11108,Jharkhand,Ranchi,Village-80,IFR,CLM-978050,19.819909,74.370932,6.9,2025-01-24,2025-06-28,2025-12-27,APPROVED
FRA-11109,Chhattisgarh,Surguja,Village-433,IFR,CLM-617316,19.880493,81.537914,3.33,2021-12-24,2023-01-28,2022-05-17,APPROVED
FRA-11110,Gujarat,Dangs,Village-269,IFR,CLM-827514,22.392448,73.25672,3.79,2026-04-24,2026-05-11,,PENDING
FRA-11111,Jharkhand,Ranchi,Village-341,IFR,CLM-475015,18.110701,83.972263,5.77,2024-11-22,2025-09-08,,PENDING
FRA-11112,Jharkhand,Gumla,Village-280,CFRR,CLM-491451,18.875619,81.248275,1.71,2021-05-10,2021-05-27,2022-05-15,REJECTED
FRA-11113,Madhya Pradesh,Dindori,Village-191,IFR,CLM-162908,22.726495,77.883872,2.02,2021-08-23,2020-10-12,,PENDING
FRA-11114,Jharkhand,Simdega,Village-244,IFR,CLM-601508,23.108577,75.358338,7.41,2021-07-15,2021-12-30,,PENDING
FRA-11115,Madhya Pradesh,Dindori,Village-390,IFR,CLM-171296,23.504919,74.817533,6.53,2026-01-26,2026-06-30,2026-05-01,APPROVED
FRA-11116,Madhya Pradesh,Chhindwara,Village-22,IFR,CLM-436055,20.34474,82.404637,5.19,2024-08-20,2025-10-28,2025-01-31,APPROVED
FRA-11117,Maharashtra,Nashik,Village-387,IFR,CLM-766206,23.721209,81.075512,7.31,2022-07-09,2023-08-01,2023-04-25,APPROVED
FRA-11118,Jharkhand,Latehar,Village-396,IFR,CLM-772556,22.431321,82.7131,0.73,2024-11-07,2025-09-15,2025-01-19,APPROVED
FRA-11119,Odisha,Keonjhar,Village-250,IFR,CLM-504848,23.487652,78.873899,6.77,2023-10-30,2024-04-07,2024-05-04,APPROVED
FRA-11120,Odisha,Mayurbhanj,Village-448,IFR,CLM-402982,21.90385,84.677011,5.12,2025-12-22,2026-06-30,,UNDER_REVIEW
FRA-11121,Odisha,Koraput,Village-343,IFR,CLM-791128,19.449655,80.472006,6.69,2023-06-08,2023-09-19,2024-02-03,APPROVED
FRA-11122,Gujarat,Narmada,Village-298,CFR,CLM-645377,19.747997,82.975383,5.64,2022-02-17,2023-02-08,2022-12-27,APPROVED
FRA-11123,Rajasthan,Banswara,Village-368,IFR,CLM-383891,20.12499,77.895378,7.15,2023-10-13,2024-01-19,,PENDING
FRA-11124,Odisha,Koraput,Village-416,IFR,CLM-367188,20.251567,73.83183,3.32,2021-05-24,2022-10-05,,PENDING
FRA-11125,Jharkhand,Latehar,Village-244,CFR,CLM-558408,24.371877,80.440897,2.49,2021-05-13,2025-01-02,,APPROVED
FRA-11126,Madhya Pradesh,Dindori,Village-50,IFR,CLM-879116,21.246558,74.592776,6.85,2020-08-11,2020-09-06,2021-06-17,APPROVED
FRA-11127,Madhya Pradesh,Chhindwara,Village-137,IFR,CLM-679459,21.828183,80.132714,3.72,2023-02-09,2023-07-09,,PENDING
