land_record_id,claim_id,recorded_area,land_status,survey_reference
LR-12090,FRA-12090,3.69,COMMUNITY,SUR-31505
LR-12091,FRA-12091,5.63,UNCLASSIFIED,SUR-99182
LR-12092,FRA-12092,2.29,FOREST,SUR-50413
LR-12093,FRA-12093,6.37,UNCLASSIFIED,SUR-49220
LR-12094,FRA-12094,2.26,REVENUE,SUR-76132
LR-12095,FRA-12095,6.14,UNCLASSIFIED,SUR-49642
LR-12096,FRA-12096,3.98,UNCLASSIFIED,SUR-51717
LR-12097,FRA-12097,4.51,COMMUNITY,SUR-91607
LR-12098,FRA-12098,7.29,COMMUNITY,SUR-57317
LR-12099,FRA-12099,4.01,FOREST,SUR-87017
LR-12100,FRA-12100,1.38,FOREST,SUR-43842
LR-12101,FRA-12101,6.74,REVENUE,SUR-16818
LR-12102,FRA-12102,2.78,UNCLASSIFIED,SUR-21550
LR-12103,FRA-12103,1.79,COMMUNITY,SUR-48906
LR-12104,FRA-12104,0.9,COMMUNITY,SUR-51912
LR-12105,FRA-12105,6.17,FOREST,SUR-28528
LR-12106,FRA-12106,0.86,FOREST,SUR-64965
LR-12107,FRA-12107,0.95,COMMUNITY,SUR-27563
LR-12108,FRA-12108,1.44,UNCLASSIFIED,SUR-32347
LR-12109,FRA-12109,2.07,FOREST,SUR-10508
LR-12110,FRA-12110,1.35,REVENUE,SUR-13998
LR-12111,FRA-12111,3.86,REVENUE,SUR-89961
LR-12112,FRA-12112,5.45,UNCLASSIFIED,SUR-12088
LR-12113,FRA-12113,6.96,COMMUNITY,SUR-69133
LR-12114,FRA-12114,5.32,COMMUNITY,SUR-67101
LR-12115,FRA-12115,4.96,UNCLASSIFIED,SUR-59927
LR-12116,FRA-12116,2.05,FOREST,SUR-21558
LR-12117,FRA-12117,6.34,FOREST,SUR-38091
LR-12118,FRA-12118,7.86,REVENUE,SUR-84650
LR-12119,FRA-12119,3.89,REVENUE,SUR-87139
LR-12120,FRA-12120,0.91,COMMUNITY,SUR-76916
LR-12121,FRA-12121,6.22,REVENUE,SUR-30820
LR-12122,FRA-12122,2.0,COMMUNITY,SUR-65980
LR-12123,FRA-12123,3.48,REVENUE,SUR-72866
LR-12124,FRA-12124,1.5,COMMUNITY,SUR-88603
LR-12125,FRA-12125,4.39,COMMUNITY,SUR-79017
LR-12126,FRA-12126,5.61,COMMUNITY,SUR-90363
LR-12127,FRA-12127,5.03,UNCLASSIFIED,SUR-41140
LR-12128,FRA-12128,6.16,FOREST,SUR-21254
LR-12129,FRA-12129,6.83,COMMUNITY,SUR-96876
LR-12130,FRA-12130,5.29,FOREST,SUR-45991
LR-12131,FRA-12131,6.45,UNCLASSIFIED,SUR-62460
LR-12132,FRA-12132,3.28,UNCLASSIFIED,SUR-73511
LR-12133,FRA-12133,5.6,COMMUNITY,SUR-91795
LR-12134,FRA-12134,7.56,FOREST,SUR-32375
LR-12135,FRA-12135,2.11,FOREST,SUR-30803
LR-12136,FRA-12136,3.99,FOREST,SUR-72979
LR-12137,FRA-12137,4.36,REVENUE,SUR-85050
LR-12138,FRA-12138,1.88,REVENUE,SUR-77810
LR-12139,FRA-12139,3.6,COMMUNITY,SUR-49713
LR-12140,FRA-12140,6.32,UNCLASSIFIED,SUR-83882
LR-12141,FRA-12141,5.27,FOREST,SUR-55321
LR-12142,FRA-12142,0.79,COMMUNITY,SUR-90551
LR-12143,FRA-12143,4.16,UNCLASSIFIED,SUR-43365
LR-12144,FRA-12144,1.19,REVENUE,SUR-41167
LR-12145,FRA-12145,0.64,UNCLASSIFIED,SUR-88355
LR-12146,FRA-12146,0.85,REVENUE,SUR-63810
LR-12147,FRA-12147,0.46,FOREST,SUR-43355
LR-12148,FRA-12148,2.44,REVENUE,SUR-75446
LR-12149,FRA-12149,0.68,FOREST,SUR-96383
LR-12150,FRA-12150,3.32,REVENUE,SUR-79337
LR-12151,FRA-12151,5.84,UNCLASSIFIED,SUR-68349
LR-12152,FRA-12152,7.64,UNCLASSIFIED,SUR-15960
LR-12153,FRA-12153,2.31,REVENUE,SUR-90228
LR-12154,FRA-12154,6.41,UNCLASSIFIED,SUR-98129
LR-12155,FRA-12155,3.9,REVENUE,SUR-97498
LR-12156,FRA-12156,3.21,REVENUE,SUR-54919
LR-12157,FRA-12157,5.77,FOREST,SUR-21594
LR-12158,FRA-12158,2.48,FOREST,SUR-86753
LR-12159,FRA-12159,4.86,COMMUNITY,SUR-59485
LR-12160,FRA-12160,2.42,COMMUNITY,SUR-21184
LR-12161,FRA-12161,2.76,REVENUE,SUR-68269
LR-12162,FRA-12162,7.44,FOREST,SUR-44214
LR-12163,FRA-12163,6.65,FOREST,SUR-35637
LR-12164,FRA-12164,6.63,UNCLASSIFIED,SUR-24209
LR-12165,FRA-12165,4.11,UNCLASSIFIED,SUR-29304
LR-12166,FRA-12166,0.82,REVENUE,SUR-60740
LR-12167,FRA-12167,3.51,REVENUE,SUR-89852
LR-12168,FRA-12168,7.8,REVENUE,SUR-54078
LR-12169,FRA-12169,4.69,REVENUE,SUR-85966
LR-12170,FRA-12170,8.01,REVENUE,SUR-54686
LR-12171,FRA-12171,4.98,COMMUNITY,SUR-77423
LR-12172,FRA-12172,6.02,FOREST,SUR-10558
LR-12173,FRA-12173,1.07,COMMUNITY,SUR-26006
LR-12174,FRA-12174,6.87,UNCLASSIFIED,SUR-84221
LR-12175,FRA-12175,4.09,UNCLASSIFIED,SUR-17468
LR-12176,FRA-12176,3.1,COMMUNITY,SUR-37372
LR-12177,FRA-12177,5.98,FOREST,SUR-60826
LR-12178,FRA-12178,5.4,REVENUE,SUR-15846
LR-12179,FRA-12179,6.78,COMMUNITY,SUR-25245
LR-12180,FRA-12180,0.78,FOREST,SUR-55146
LR-12181,FRA-12181,0.88,COMMUNITY,SUR-72563
LR-12182,FRA-12182,3.55,COMMUNITY,SUR-70468
LR-12183,FRA-12183,5.24,REVENUE,SUR-86017
LR-12184,FRA-12184,7.02,REVENUE,SUR-95190
LR-12185,FRA-12185,4.17,COMMUNITY,SUR-71392
LR-12186,FRA-12186,3.24,FOREST,SUR-97828
LR-12187,FRA-12187,1.4,REVENUE,SUR-47672
LR-12188,FRA-12188,5.98,UNCLASSIFIED,SUR-13608
LR-12189,FRA-12189,7.08,UNCLASSIFIED,SUR-52351
LR-12190,FRA-12190,2.34,COMMUNITY,SUR-79607
LR-12191,FRA-12191,1.36,COMMUNITY,SUR-31852
LR-12192,FRA-12192,0.79,COMMUNITY,SUR-53649
LR-12193,FRA-12193,4.68,REVENUE,SUR-32122
LR-12194,FRA-12194,7.2,REVENUE,SUR-87577
LR-12195,FRA-12195,4.31,COMMUNITY,SUR-30644
LR-12196,FRA-12196,6.44,FOREST,SUR-40730
LR-12197,FRA-12197,0.59,FOREST,SUR-29669
LR-12198,FRA-12198,5.76,UNCLASSIFIED,SUR-91200
LR-12199,FRA-12199,1.45,UNCLASSIFIED,SUR-99252
LR-12200,FRA-12200,6.73,REVENUE,SUR-36432
LR-12201,FRA-12201,7.29,FOREST,SUR-21524
LR-12202,FRA-12202,1.47,FOREST,SUR-91390
LR-12203,FRA-12203,3.71,FOREST,SUR-84902
LR-12204,FRA-12204,5.43,FOREST,SUR-45212
LR-12205,FRA-12205,4.53,FOREST,SUR-20135
LR-12206,FRA-12206,5.24,FOREST,SUR-50602
LR-12207,FRA-12207,3.44,FOREST,SUR-33306
LR-12208,FRA-12208,3.92,REVENUE,SUR-43801
LR-12209,FRA-12209,2.88,COMMUNITY,SUR-72462
LR-12210,FRA-12210,7.43,FOREST,SUR-39673
LR-12211,FRA-12211,4.15,FOREST,SUR-88827
LR-12212,FRA-12212,1.51,REVENUE,SUR-26500
LR-12213,FRA-12213,5.94,FOREST,SUR-23140
LR-12214,FRA-12214,4.04,COMMUNITY,SUR-65194
LR-12215,FRA-12215,1.43,COMMUNITY,SUR-68769
LR-12216,FRA-12216,6.54,UNCLASSIFIED,SUR-72477
LR-12217,FRA-12217,1.71,REVENUE,SUR-62780
LR-12218,FRA-12218,4.84,UNCLASSIFIED,SUR-18854
LR-12219,FRA-12219,6.86,REVENUE,SUR-94056
LR-12220,FRA-12220,5.26,REVENUE,SUR-91523
LR-12221,FRA-12221,0.61,COMMUNITY,SUR-32874
LR-12222,FRA-12222,2.41,UNCLASSIFIED,SUR-40466
LR-12223,FRA-12223,1.74,UNCLASSIFIED,SUR-43226
LR-12224,FRA-12224,0.85,REVENUE,SUR-42576
LR-12225,FRA-12225,1.22,COMMUNITY,SUR-93106
LR-12226,FRA-12226,2.89,COMMUNITY,SUR-21482
LR-12227,FRA-12227,4.06,FOREST,SUR-55782
LR-12228,FRA-12228,2.03,COMMUNITY,SUR-56916
LR-12229,FRA-12229,7.65,UNCLASSIFIED,SUR-25771
LR-12230,FRA-12230,1.06,FOREST,SUR-70057
LR-12231,FRA-12231,5.04,UNCLASSIFIED,SUR-70369
LR-12232,FRA-12232,7.17,FOREST,SUR-47293
LR-12233,FRA-12233,1.66,FOREST,SUR-46837
LR-12234,FRA-12234,4.25,COMMUNITY,SUR-65111
LR-12235,FRA-12235,8.06,FOREST,SUR-11576
LR-12236,FRA-12236,0.74,REVENUE,SUR-92873
LR-12237,FRA-12237,4.41,UNCLASSIFIED,SUR-89122
LR-12238,FRA-12238,1.19,COMMUNITY,SUR-60794
LR-12239,FRA-12239,4.2,UNCLASSIFIED,SUR-23235
LR-12240,FRA-12240,4.83,FOREST,SUR-76031
LR-12241,FRA-12241,0.7,REVENUE,SUR-41486
LR-12242,FRA-12242,5.11,REVENUE,SUR-64484
LR-12243,FRA-12243,6.35,COMMUNITY,SUR-54173
LR-12244,FRA-12244,7.75,REVENUE,SUR-84452
LR-12245,FRA-12245,3.87,COMMUNITY,SUR-42601
LR-12246,FRA-12246,1.03,FOREST,SUR-74450
LR-12247,FRA-12247,5.05,UNCLASSIFIED,SUR-35513
LR-12248,FRA-12248,2.93,REVENUE,SUR-14896
LR-12249,FRA-12249,5.88,FOREST,SUR-44392
LR-12250,FRA-12250,6.95,FOREST,SUR-33552
LR-12251,FRA-12251,0.9,FOREST,SUR-52779
LR-12252,FRA-12252,6.78,COMMUNITY,SUR-82787
LR-12253,FRA-12253,1.06,FOREST,SUR-24401
LR-12254,FRA-12254,4.5,UNCLASSIFIED,SUR-10839
LR-12255,FRA-12255,4.37,REVENUE,SUR-51330
LR-12256,FRA-12256,2.7,FOREST,SUR-38894
LR-12257,FRA-12257,1.33,FOREST,SUR-54801
LR-12258,FRA-12258,4.41,COMMUNITY,SUR-16260
LR-12259,FRA-12259,4.05,UNCLASSIFIED,SUR-45620
LR-12260,FRA-12260,5.3,REVENUE,SUR-38153
LR-12261,FRA-12261,0.55,COMMUNITY,SUR-21660
LR-12262,FRA-12262,2.1,FOREST,SUR-55571
LR-12263,FRA-12263,0.69,REVENUE,SUR-52220
LR-12264,FRA-12264,2.46,UNCLASSIFIED,SUR-93306
LR-12265,FRA-12265,4.25,UNCLASSIFIED,SUR-71411
LR-12266,FRA-12266,4.04,FOREST,SUR-68215
LR-12267,FRA-12267,1.72,FOREST,SUR-45133
LR-12268,FRA-12268,6.62,COMMUNITY,SUR-96978
LR-12269,FRA-12269,1.68,REVENUE,SUR-40688
LR-12270,FRA-12270,5.23,UNCLASSIFIED,SUR-24636
LR-12271,FRA-12271,7.42,COMMUNITY,SUR-76396
LR-12272,FRA-12272,3.05,REVENUE,SUR-72804
LR-12273,FRA-12273,1.13,UNCLASSIFIED,SUR-89817
LR-12274,FRA-12274,4.29,FOREST,SUR-60932
LR-12275,FRA-12275,1.97,UNCLASSIFIED,SUR-12041
LR-12276,FRA-12276,4.25,UNCLASSIFIED,SUR-22983
LR-12277,FRA-12277,2.89,UNCLASSIFIED,SUR-17024
LR-12278,FRA-12278,5.7,UNCLASSIFIED,SUR-35234
LR-12279,FRA-12279,1.41,REVENUE,SUR-95871
LR-12280,FRA-12280,4.36,UNCLASSIFIED,SUR-72661
LR-12281,FRA-12281,5.38,REVENUE,SUR-92330
LR-12282,FRA-12282,1.61,REVENUE,SUR-20696
LR-12283,FRA-12283,5.26,UNCLASSIFIED,SUR-44314
LR-12284,FRA-12284,4.07,UNCLASSIFIED,SUR-45902
LR-12285,FRA-12285,4.47,REVENUE,SUR-93239
LR-12286,FRA-12286,6.7,COMMUNITY,SUR-31681
LR-12287,FRA-12287,2.7,UNCLASSIFIED,SUR-76492
LR-12288,FRA-12288,0.8,UNCLASSIFIED,SUR-21163
LR-12289,FRA-12289,5.08,FOREST,SUR-32509
LR-12290,FRA-12290,3.21,UNCLASSIFIED,SUR-61808
LR-12291,FRA-12291,1.42,UNCLASSIFIED,SUR-71395
LR-12292,FRA-12292,4.78,FOREST,SUR-83967
LR-12293,FRA-12293,0.98,UNCLASSIFIED,SUR-29453
LR-12294,FRA-12294,1.22,FOREST,SUR-11889
LR-12295,FRA-12295,7.65,REVENUE,SUR-77014
LR-12296,FRA-12296,1.37,UNCLASSIFIED,SUR-40084
LR-12297,FRA-12297,2.89,FOREST,SUR-82143
LR-12298,FRA-12298,5.18,UNCLASSIFIED,SUR-52761
LR-12299,FRA-12299,1.2,FOREST,SUR-91060
LR-12300,FRA-12300,6.59,REVENUE,SUR-41539
LR-12301,FRA-12301,5.38,REVENUE,SUR-69886
LR-12302,FRA-12302,6.76,UNCLASSIFIED,SUR-38981
LR-12303,FRA-12303,4.73,COMMUNITY,SUR-46496
LR-12304,FRA-12304,2.4,COMMUNITY,SUR-82393
LR-12305,FRA-12305,2.7,REVENUE,SUR-48760
LR-12306,FRA-12306,5.18,REVENUE,SUR-26012
LR-12307,FRA-12307,1.72,REVENUE,SUR-69772
LR-12308,FRA-12308,0.93,COMMUNITY,SUR-98652
LR-12309,FRA-12309,7.48,UNCLASSIFIED,SUR-68369
LR-12310,FRA-12310,1.08,COMMUNITY,SUR-57021
LR-12311,FRA-12311,2.45,COMMUNITY,SUR-53054
LR-12312,FRA-12312,3.0,FOREST,SUR-24021
LR-12313,FRA-12313,0.61,COMMUNITY,SUR-52616
LR-12314,FRA-12314,8.05,FOREST,SUR-55695
LR-12315,FRA-12315,5.76,UNCLASSIFIED,SUR-66704
LR-12316,FRA-12316,4.34,UNCLASSIFIED,SUR-23871
LR-12317,FRA-12317,5.99,UNCLASSIFIED,SUR-16375
LR-12318,FRA-12318,4.18,UNCLASSIFIED,SUR-77178
LR-12319,FRA-12319,4.03,FOREST,SUR-71638
LR-12320,FRA-12320,2.5,FOREST,SUR-15664
LR-12321,FRA-12321,3.44,COMMUNITY,SUR-84454
LR-12322,FRA-12322,3.05,FOREST,SUR-70563
LR-12323,FRA-12323,4.07,UNCLASSIFIED,SUR-97293
LR-12324,FRA-12324,2.02,UNCLASSIFIED,SUR-95479
LR-12325,FRA-12325,3.52,FOREST,SUR-74478
LR-12326,FRA-12326,1.99,COMMUNITY,SUR-27025
LR-12327,FRA-12327,1.21,COMMUNITY,SUR-35633
LR-12328,FRA-12328,1.38,REVENUE,SUR-42200
LR-12329,FRA-12329,0.7,REVENUE,SUR-14816
LR-12330,FRA-12330,7.34,UNCLASSIFIED,SUR-61331
LR-12331,FRA-12331,5.11,UNCLASSIFIED,SUR-23548
LR-12332,FRA-12332,2.29,COMMUNITY,SUR-42549
LR-12333,FRA-12333,7.45,UNCLASSIFIED,SUR-10867
LR-12334,FRA-12334,6.03,FOREST,SUR-44452
LR-12335,FRA-12335,4.78,FOREST,SUR-34083
LR-12336,FRA-12336,2.74,UNCLASSIFIED,SUR-13113
LR-12337,FRA-12337,0.91,UNCLASSIFIED,SUR-31442
LR-12338,FRA-12338,2.29,FOREST,SUR-88154
LR-12339,FRA-12339,0.49,FOREST,SUR-17294
LR-12340,FRA-12340,5.67,UNCLASSIFIED,SUR-31825
LR-12341,FRA-12341,5.58,UNCLASSIFIED,SUR-85618
LR-12342,FRA-12342,4.05,UNCLASSIFIED,SUR-12549
LR-12343,FRA-12343,5.36,REVENUE,SUR-69381
LR-12344,FRA-12344,4.08,COMMUNITY,SUR-72724
LR-12345,FRA-12345,1.56,COMMUNITY,SUR-30324
LR-12346,FRA-12346,2.08,COMMUNITY,SUR-25666
LR-12347,FRA-12347,5.56,FOREST,SUR-36380
LR-12348,FRA-12348,2.97,REVENUE,SUR-44407
LR-12349,FRA-12349,5.15,FOREST,SUR-90845
LR-12350,FRA-12350,5.6,FOREST,SUR-58105
LR-12351,FRA-12351,6.09,UNCLASSIFIED,SUR-88263
LR-12352,FRA-12352,1.02,FOREST,SUR-98642
LR-12353,FRA-12353,5.37,REVENUE,SUR-99925
LR-12354,FRA-12354,0.59,UNCLASSIFIED,SUR-45262
LR-12355,FRA-12355,0.93,COMMUNITY,SUR-43345
LR-12356,FRA-12356,4.87,REVENUE,SUR-67777
LR-12357,FRA-12357,7.61,REVENUE,SUR-68214
LR-12358,FRA-12358,6.32,FOREST,SUR-79493
LR-12359,FRA-12359,4.53,FOREST,SUR-46049
LR-12360,FRA-12360,6.32,UNCLASSIFIED,SUR-43487
LR-12361,FRA-12361,1.94,FOREST,SUR-22736
LR-12362,FRA-12362,6.7,COMMUNITY,SUR-88178
LR-12363,FRA-12363,1.38,COMMUNITY,SUR-79713
LR-12364,FRA-12364,1.65,COMMUNITY,SUR-53500
LR-12365,FRA-12365,6.93,COMMUNITY,SUR-71666
LR-12366,FRA-12366,3.21,COMMUNITY,SUR-99416
LR-12367,FRA-12367,4.16,UNCLASSIFIED,SUR-68459
LR-12368,FRA-12368,7.78,UNCLASSIFIED,SUR-48654
LR-12369,FRA-12369,7.89,COMMUNITY,SUR-88914
LR-12370,FRA-12370,4.56,COMMUNITY,SUR-79204
LR-12371,FRA-12371,1.44,REVENUE,SUR-27342
LR-12372,FRA-12372,5.16,FOREST,SUR-59645
LR-12373,FRA-12373,2.2,UNCLASSIFIED,SUR-18835
LR-12374,FRA-12374,6.71,REVENUE,SUR-91991
LR-12375,FRA-12375,1.97,UNCLASSIFIED,SUR-20167
LR-12376,FRA-12376,3.28,FOREST,SUR-31659
LR-12377,FRA-12377,7.82,FOREST,SUR-51431
LR-12378,FRA-12378,2.77,FOREST,SUR-53035
LR-12379,FRA-12379,5.04,REVENUE,SUR-30885
LR-12380,FRA-12380,7.21,UNCLASSIFIED,SUR-27849
LR-12381,FRA-12381,1.53,UNCLASSIFIED,SUR-68829
LR-12382,FRA-12382,5.84,COMMUNITY,SUR-93441
LR-12383,FRA-12383,1.95,COMMUNITY,SUR-53331
LR-12384,FRA-12384,0.88,REVENUE,SUR-82188
LR-12385,FRA-12385,2.44,UNCLASSIFIED,SUR-78315
LR-12386,FRA-12386,0.72,COMMUNITY,SUR-86517
LR-12387,FRA-12387,3.49,COMMUNITY,SUR-97966
LR-12388,FRA-12388,7.17,UNCLASSIFIED,SUR-67370
LR-12389,FRA-12389,5.24,REVENUE,SUR-65279
LR-12390,FRA-12390,2.65,FOREST,SUR-25378
LR-12391,FRA-12391,4.29,FOREST,SUR-15005
LR-12392,FRA-12392,4.03,UNCLASSIFIED,SUR-74356
LR-12393,FRA-12393,3.33,COMMUNITY,SUR-56327
LR-12394,FRA-12394,0.66,FOREST,SUR-68079
LR-12395,FRA-12395,2.49,COMMUNITY,SUR-28797
LR-12396,FRA-12396,7.23,REVENUE,SUR-22128
LR-12397,FRA-12397,0.88,COMMUNITY,SUR-70716
LR-12398,FRA-12398,7.08,REVENUE,SUR-47291
LR-12399,FRA-12399,3.56,FOREST,SUR-33072
LR-12400,FRA-12400,6.22,FOREST,SUR-47003
LR-12401,FRA-12401,6.86,FOREST,SUR-24922
LR-12402,FRA-12402,6.55,UNCLASSIFIED,SUR-33055
LR-12403,FRA-12403,2.46,FOREST,SUR-36714
LR-12404,FRA-12404,6.83,FOREST,SUR-85811
LR-12405,FRA-12405,6.12,REVENUE,SUR-35191
LR-12406,FRA-12406,3.52,COMMUNITY,SUR-19070
LR-12407,FRA-12407,0.58,FOREST,SUR-24681
LR-12408,FRA-12408,7.19,COMMUNITY,SUR-78057
LR-12409,FRA-12409,3.12,FOREST,SUR-59456
LR-12410,FRA-12410,4.21,FOREST,SUR-51347
LR-12411,FRA-12411,6.87,UNCLASSIFIED,SUR-12976
LR-12412,FRA-12412,5.29,UNCLASSIFIED,SUR-17768
LR-12413,FRA-12413,0.52,UNCLASSIFIED,SUR-35939
LR-12414,FRA-12414,5.84,REVENUE,SUR-91664
LR-12415,FRA-12415,4.48,REVENUE,SUR-99901
LR-12416,FRA-12416,7.33,FOREST,SUR-38150
LR-12417,FRA-12417,4.15,REVENUE,SUR-29053
LR-12418,FRA-12418,1.7,UNCLASSIFIED,SUR-72863
LR-12419,FRA-12419,0.74,UNCLASSIFIED,SUR-73017
LR-12420,FRA-12420,3.99,FOREST,SUR-50842
LR-12421,FRA-12421,4.17,FOREST,SUR-21708
LR-12422,FRA-12422,2.85,REVENUE,SUR-62197
LR-12423,FRA-12423,4.08,COMMUNITY,SUR-46806
LR-12424,FRA-12424,0.6,REVENUE,SUR-75082
LR-12425,FRA-12425,5.08,UNCLASSIFIED,SUR-37218
LR-12426,FRA-12426,4.98,COMMUNITY,SUR-13850
LR-12427,FRA-12427,4.17,FOREST,SUR-41529
LR-12428,FRA-12428,5.91,UNCLASSIFIED,SUR-84765
LR-12429,FRA-12429,1.94,COMMUNITY,SUR-48493
LR-12430,FRA-12430,5.97,FOREST,SUR-24712
LR-12431,FRA-12431,3.96,COMMUNITY,SUR-98363
LR-12432,FRA-12432,2.62,FOREST,SUR-16949
LR-12433,FRA-12433,5.58,REVENUE,SUR-15367
LR-12434,FRA-12434,4.29,REVENUE,SUR-51075
LR-12435,FRA-12435,5.15,UNCLASSIFIED,SUR-85206
LR-12436,FRA-12436,6.83,FOREST,SUR-54780
LR-12437,FRA-12437,4.65,COMMUNITY,SUR-19566
LR-12438,FRA-12438,1.31,FOREST,SUR-86352
LR-12439,FRA-12439,6.02,COMMUNITY,SUR-34212
LR-12440,FRA-12440,5.81,FOREST,SUR-92906
LR-12441,FRA-12441,1.15,REVENUE,SUR-63238
LR-12442,FRA-12442,3.57,REVENUE,SUR-81999
LR-12443,FRA-12443,2.85,FOREST,SUR-11818
LR-12444,FRA-12444,0.8,UNCLASSIFIED,SUR-66969
LR-12445,FRA-12445,7.99,UNCLASSIFIED,SUR-74449
LR-12446,FRA-12446,3.24,COMMUNITY,SUR-61769
LR-12447,FRA-12447,2.61,UNCLASSIFIED,SUR-72472
LR-12448,FRA-12448,2.84,UNCLASSIFIED,SUR-90144
LR-12449,FRA-12449,7.17,REVENUE,SUR-11325
LR-12450,FRA-12450,6.26,REVENUE,SUR-45620
LR-12451,FRA-12451,5.4,COMMUNITY,SUR-37517
LR-12452,FRA-12452,3.51,UNCLASSIFIED,SUR-30885
LR-12453,FRA-12453,5.16,REVENUE,SUR-71805
LR-12454,FRA-12454,5.07,REVENUE,SUR-40568
LR-12455,FRA-12455,6.13,REVENUE,SUR-57192
LR-12456,FRA-12456,3.85,FOREST,SUR-72589
LR-12457,FRA-12457,3.29,COMMUNITY,SUR-74155
LR-12458,FRA-12458,2.53,UNCLASSIFIED,SUR-78471
LR-12459,FRA-12459,7.4,UNCLASSIFIED,SUR-98727
LR-12460,FRA-12460,3.08,UNCLASSIFIED,SUR-55278
LR-12461,FRA-12461,2.87,FOREST,SUR-62857
LR-12462,FRA-12462,1.13,COMMUNITY,SUR-90692
LR-12463,FRA-12463,6.62,REVENUE,SUR-98736
LR-12464,FRA-12464,4.66,COMMUNITY,SUR-51993
LR-12465,FRA-12465,0.96,FOREST,SUR-12057
LR-12466,FRA-12466,5.17,UNCLASSIFIED,SUR-36855
LR-12467,FRA-12467,4.03,FOREST,SUR-22587
LR-12468,FRA-12468,3.76,REVENUE,SUR-64178
LR-12469,FRA-12469,4.8,COMMUNITY,SUR-21975
LR-12470,FRA-12470,1.81,COMMUNITY,SUR-93689
LR-12471,FRA-12471,2.21,REVENUE,SUR-40645
LR-12472,FRA-12472,4.2,REVENUE,SUR-67999
LR-12473,FRA-12473,2.83,UNCLASSIFIED,SUR-76599
LR-12474,FRA-12474,2.7,UNCLASSIFIED,SUR-46755
LR-12475,FRA-12475,5.9,FOREST,SUR-34466
LR-12476,FRA-12476,3.5,COMMUNITY,SUR-60038
LR-12477,FRA-12477,3.83,FOREST,SUR-65840
LR-12478,FRA-12478,2.25,UNCLASSIFIED,SUR-75891
LR-12479,FRA-12479,6.06,COMMUNITY,SUR-27173
LR-12480,FRA-12480,1.17,REVENUE,SUR-86824
LR-12481,FRA-12481,6.49,FOREST,SUR-59123
LR-12482,FRA-12482,2.67,COMMUNITY,SUR-14742
LR-12483,FRA-12483,7.18,UNCLASSIFIED,SUR-20066
LR-12484,FRA-12484,6.92,FOREST,SUR-74277
LR-12485,FRA-12485,6.01,FOREST,SUR-83732
LR-12486,FRA-12486,6.42,COMMUNITY,SUR-60509
LR-12487,FRA-12487,1.05,REVENUE,SUR-14302
LR-12488,FRA-12488,1.0,UNCLASSIFIED,SUR-16300
LR-12489,FRA-12489,5.49,REVENUE,SUR-17770
LR-12490,FRA-12490,4.24,COMMUNITY,SUR-96867
LR-12491,FRA-12491,5.18,FOREST,SUR-84805
LR-12492,FRA-12492,0.67,UNCLASSIFIED,SUR-10771
LR-12493,FRA-12493,5.58,UNCLASSIFIED,SUR-15570
LR-12494,FRA-12494,0.8,COMMUNITY,SUR-13910
LR-12495,FRA-12495,7.14,COMMUNITY,SUR-62215
LR-12496,FRA-12496,6.65,COMMUNITY,SUR-28753
LR-12497,FRA-12497,7.84,COMMUNITY,SUR-69524
LR-12498,FRA-12498,0.81,FOREST,SUR-71526
LR-12499,FRA-12499,8.09,FOREST,SUR-25854
LR-12500,FRA-12500,3.83,UNCLASSIFIED,SUR-73323
LR-12501,FRA-12501,4.12,UNCLASSIFIED,SUR-27319
LR-12502,FRA-12502,1.71,FOREST,SUR-10090
LR-12503,FRA-12503,3.12,REVENUE,SUR-11081
LR-12504,FRA-12504,0.81,COMMUNITY,SUR-90297
LR-12505,FRA-12505,1.46,COMMUNITY,SUR-43835
LR-12506,FRA-12506,5.85,UNCLASSIFIED,SUR-77108
LR-12507,FRA-12507,6.61,FOREST,SUR-29475
LR-12508,FRA-12508,2.12,FOREST,SUR-95608
LR-12509,FRA-12509,2.96,UNCLASSIFIED,SUR-38448
LR-12510,FRA-12510,7.22,REVENUE,SUR-35614
LR-12511,FRA-12511,5.62,REVENUE,SUR-82553
LR-12512,FRA-12512,2.25,COMMUNITY,SUR-67852
LR-12513,FRA-12513,1.43,UNCLASSIFIED,SUR-20358
LR-12514,FRA-12514,5.76,FOREST,SUR-58682
LR-12515,FRA-12515,6.86,REVENUE,SUR-10497
LR-12516,FRA-12516,2.44,COMMUNITY,SUR-45549
LR-12517,FRA-12517,6.6,UNCLASSIFIED,SUR-31578
LR-12518,FRA-12518,6.2,UNCLASSIFIED,SUR-57749
LR-12519,FRA-12519,1.0,FOREST,SUR-27148
LR-12520,FRA-12520,4.1,FOREST,SUR-37611
LR-12521,FRA-12521,1.82,FOREST,SUR-50920
LR-12522,FRA-12522,3.98,UNCLASSIFIED,SUR-63887
LR-12523,FRA-12523,7.11,REVENUE,SUR-94543
LR-12524,FRA-12524,6.66,UNCLASSIFIED,SUR-27519
LR-12525,FRA-12525,7.13,UNCLASSIFIED,SUR-84700
LR-12526,FRA-12526,7.03,REVENUE,SUR-54571
LR-12527,FRA-12527,7.74,REVENUE,SUR-44260
LR-12528,FRA-12528,4.27,UNCLASSIFIED,SUR-43085
LR-12529,FRA-12529,2.98,REVENUE,SUR-19601
LR-12530,FRA-12530,5.98,UNCLASSIFIED,SUR-70452
LR-12531,FRA-12531,3.16,COMMUNITY,SUR-88068
